title,description,display_date,Picture_link,Location,On_road,Price
Diahatsu Hijet 2013/2017,"Daihatsu Hijet 2013/ 2017 refistered  is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Every function and every electronic is completely working• Original registration book, file, both number plates available• Automatic gear transmission• 62000 KM driven up till now, as the physical and engine condition speaks for itself• Penniless work required,• Perfect interior, exterior, engine, suspension• Tyres condition is good• Smooth, powerful and comfortable luxury drive without any squeaks or issues• Chilled A/C At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Daihatsu HIjet Lovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Franchise is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget. Call now or Visit us at the following Carfirst Franchise OW Motors 61 A Main Peco Road Township Lahore to check out the latest cars, promotions, rewards & other value added services.OW MotorsCarfirst Franchise , Lahore.Call Timings: 11: 00 AM to 5:00 PM",18-05-20 16:19,https://apollo-singapore.akamaized.net:443/v1/files/d0h2olwe3a5g2-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2013 - 62,000 km","Rs 995,000"
Toyota Prado 1995 3 door ( Amnesty cleared ),"Toyota Prado 1995 3 door Amnesty cleared Islamabad registered in excellent condition.Its original engine was 1KZ and now it has been replaced with more powerful and simple 3L Engine which got no extra sensors ( which are used to break down often ) etc. just a simple pure off-road engine with better torque. This 3L Engine (2772cc) is for off-roading experience as it has more power to reach any off road/difficult terrain not like 1KZ engine which is made for mostly straight roads. Also, 3L Engine is more expensive than 1KZ. Tyres are also in good condition. It’s very rare to find 3 door 1995 Prado nowadays and those who know jeep will better know that for real jeep lovers, 3 door is the ultimate choice. Smart Card and bio metric available.Note:: Outer spray inner genuine",12-06-20 2:11,https://apollo-singapore.akamaized.net:443/v1/files/9onctq7c5v0f-PK/image;s=1080x720,"Islamabad,Islamabad Capital Territory,Pakistan","1995 - 185,000 km","Rs 1,650,000"
Honda City I-VTECH 1.3 Aspire Prosmetic Model 2016,"Honda City I-VTECH 1.3 Aspire Prosmetic Model 2016 Lahore Register 2016 Total Genuine Condition Genuine Mileage 49000km Alloy Rims. Original return file is available. Petrol driven, CNG never installed. Just like a Zero Meter car. Original Book is available. Token tax is up to date.Rs=2,195,000",29-05-20 18:39,https://apollo-singapore.akamaized.net:443/v1/files/vwlnzp80lsxh2-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2016 - 49,000 km","Rs 2,195,000"
Cultus 2013 VXR,Minor touch ups.Never met any major accident.Leather customised seating.Token Lifetime.Exchange possible with GLi 2013-14,17-05-20 9:32,https://apollo-singapore.akamaized.net:443/v1/files/hfl1kxp4qgao2-PK/image;s=1080x810,"Layyah,Punjab,Pakistan","2013 - 46,482 km","Rs 1,010,000"
Suzuki Wagon R VXR,Suzuki Wagon R VXR 2019 Model Complete Original Condition Like New,11-06-20 23:21,https://apollo-singapore.akamaized.net:443/v1/files/xtqfq199h1m6-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2019 - 28,456 km","Rs 1,450,000"
Suzuki wegon r vxl almost geniune,Suzuki wegon R vxlPurchase date 30-12-2016Registered 2017New tyre nd aloy rimChill ac Book file orignalSecond ownerOne fender nd haf diggi showeredInner total geniune Serious buyre,06-06-20 16:43,https://apollo-singapore.akamaized.net:443/v1/files/cu6xla8avjvq1-PK/image;s=1080x1440,"Lahore,Punjab,Pakistan","2017 - 49,000 km","Rs 1,295,000"
Toyota Land Cruiser VX Limited 1999,"No work in the car. Height control, sunroof etc all is working perfectly. Color is Rose Pink/ Ice Pink",07-06-20 8:33,https://apollo-singapore.akamaized.net:443/v1/files/1m7f5ds64xf72-PK/image;s=1080x1246,"Karachi,Sindh,Pakistan","1999 - 125,000 km","Rs 4,200,000"
Toyota Aqua 1.5L 2015,"Toyota Aqua 1.5L 2015 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Automatic gear transmission• Climate Control A/C• Retractable Side Mirrors• Interior, exterior is Excellent• 57302 KM driven up till now• Registered City: Lahore At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Toyota Aqua 1.5L 2015 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesFerozpur Road - 9-L, Gulberg III, LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 3:18,https://apollo-singapore.akamaized.net:443/v1/files/9gn0o5tki10i-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2015 - 57,302 km","Rs 2,475,000"
Diahatsu Cuore 2003,Government officer used car. book and file original passport book. Total original paint except one piece door minor half touch. Engine A.c. and suspension 100 percent perfect.CNG lagi hai but I drived only on petrol since one year. No mechanical work no other work required. Brand new head lights of latest model is installed just two days before. Lahore computrize number plates. Price Very little bit negotiable. Is condition ki gari 3 model mein nahi mile gi. Price condition k mutabik hai. Jisko samjh aye wohi call krein don't chat and sms only call will be entertained.,12-06-20 1:40,https://apollo-singapore.akamaized.net:443/v1/files/gk8nqo7dpooj2-PK/image;s=1080x810,"Lahore,Punjab,Pakistan",2003 - 15 km,"Rs 545,000"
12345mmmm.,Genion cokMm9.Mmmmmmm,12-06-20 1:39,https://apollo-singapore.akamaized.net:443/v1/files/emu4ztrdfr5c2-PK/image;s=1080x2282,"Narowal,Punjab,Pakistan","2014 - 6,000 km","Rs 930,000"
Toyota Chr,"TOYOTA C-HR1800CC HYBRID 2017 MODEL 2020 IMPORT15,000KM PEARL BLACK POWER WINDOWPOWER STEERING PUSH START BODY KIT ALLOY RIMS RETRACTABLE MIRRORABS BREAK RADAR DISTANCE CONTROLHATCH BACK SEATS ARM REST ECO SYSTEMDVD PLAYER USB PORT AM/FM BLUE TOOTHREAR CAMERA CRUISE CONTROL CLIMATE CONTROL ACLED LIGHTS WITH BODY KITFOG LAMPSFor Details Call",31-05-20 11:19,https://apollo-singapore.akamaized.net:443/v1/files/lcbh8pzvzkao-PK/image;s=1080x953,"Lahore,Punjab,Pakistan","2017 - 15,000 km","Rs 4,975,000"
Suzuki alto 2010 reg 2013,Selling my suzuki alto on urgent basis.. model 2010 reg 2013.. car is totally original.. bumpers are showered.. lcd back camera everything is in perfect condition.. Price is flexible. After Market Alloy rims. Complete original file is availble. Original Book is available. Never got into accident. Looking to sell the car urgently. Totally driven on petrol.Offer less than ten lac is waste of your time..Call or message for more details..,12-06-20 2:00,https://apollo-singapore.akamaized.net:443/v1/files/gxjjvlh0xto2-PK/image;s=1080x2342,"Karachi,Sindh,Pakistan","2010 - 90,000 km","Rs 1,050,000"
Toyota Vitz 2015 Registered 2018,Asalamualaikum i am selling myToyota Vitz F PakageModel 2015Registered 2018Medium Silver1pc Japanese touchup (Door)Smell like a new CarTax upto date June20Urgent Sale..,12-06-20 1:57,https://apollo-singapore.akamaized.net:443/v1/files/oysj9pjpdi0a2-PK/image;s=1080x525,"Karachi,Sindh,Pakistan","2015 - 43,039 km","Rs 2,050,000"
Totally genuine neat & clean Home used car for sale,Smooth and sound less engine 100/. suspension 100/.31_12_2014. Purchase reg. 2015Chilled Ac fitted from company Brand New tyres with new alloy rimsNew leather poshiah Original all documentsToken paid up to life timeNo any little work requiredJust buy and driveContact only serious buyerDealer avoid this add please,08-06-20 12:12,https://apollo-singapore.akamaized.net:443/v1/files/gq8161ip493f3-PK/image;s=1080x2247,"Lahore,Punjab,Pakistan","2015 - 63,839 km","Rs 725,000"
Honda City 1.3 Prosmatec,"Honda City 2018  1.3 Prosmatec is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-•Total Genuine • Every function and every electronic is completely working• Original registration book, file, both number plates available• Automatic gear transmission• 18456 KM driven up till now, as the physical and engine condition speaks for itself• Penniless work required,• Perfect interior, exterior, engine, suspension• Tyres condition is good• Smooth, powerful and comfortable luxury drive without any squeaks or issues• Chilled A/C At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Honda City Lovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Franchise is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget. Call now or Visit us at the following Carfirst Franchise Mohsin Cars 105- E Main Boulevard DHA Near Bank of Punjab Lahore cantt to check out the latest cars, promotions, rewards & other value added services.Mohsin CarsCarfirst Franchise , Lahore.Call Timings: 11: 00 AM to 7:00 PM",02-06-20 21:11,https://apollo-singapore.akamaized.net:443/v1/files/use9k9vk5dfm3-PK/image;s=1080x607,"Lahore,Punjab,Pakistan","2018 - 18,456 km","Rs 2,400,000"
کرولا سفید کلر لاھور نمبر,ٹوٹل جینوہن نیو کار سب اے ون,12-06-20 1:28,https://apollo-singapore.akamaized.net:443/v1/files/l5xz46ffpdq32-PK/image;s=1080x1440,"Sargodha,Punjab,Pakistan","2010 - 85,000 km","Rs 1,650,000"
10/10 Condition Liana,"2006 Suzuki Liana LXIPower steeringPower lockPower windowsCentral LockReverse Cam with Touch 7"" LED1300CC Manual TransmissionPetrol DrivenCNG available but removed from CarAfter Market Alloy RimAC fitted need service1st owner Bank NOC and Original file availablePlates OriginalEngine changed",12-06-20 1:30,https://apollo-singapore.akamaized.net:443/v1/files/t37jd4k7b7wj-PK/image;s=1080x487,"Karachi,Sindh,Pakistan","2006 - 150,000 km","Rs 700,000"
Fully maintained in its best condition. Just buy and drive it,16 valve 1300cc max speed 180km plus. Ac heater all working. Outer shower inner total guinune.,12-06-20 1:29,https://apollo-singapore.akamaized.net:443/v1/files/qzokv0z2guei2-PK/image;s=1080x607,"Faisalabad,Punjab,Pakistan","1988 - 150,000 km","Rs 675,000"
Suzuki cultus vxr(Bumper to Bumper),Suzuki cultus vxr(Bumper to Bumper) A/c company cng  car my name,26-05-20 10:10,https://apollo-singapore.akamaized.net:443/v1/files/21ek1oyp7iqz2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2005 - 69,321 km","Rs 615,000"
Prius,PriusModel 2012Registration 20142nd OwnerHybrid battery 100% one year battery warrenty2pis touchupG gradeno work required,12-06-20 0:58,https://apollo-singapore.akamaized.net:443/v1/files/exshqt11cjsi2-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2012 - 75,000 km","Rs 2,600,000"
Honda City 1.3 i-VTEC 2013,"Honda City 1.3 i-VTEC 2013 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Manual gear transmission• Interior, Exterior is good•Tyres condition is good• 154687 KM driven up till now• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Honda City 1.3 i-VTEC 2013 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesShop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.C.H.S Society Main Khalid Bin Waleed Road Karachi Call Timings: 10: 00 AM to 5:00 PM",07-06-20 18:50,https://apollo-singapore.akamaized.net:443/v1/files/vc374nstjqdy2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2013 - 154,687 km","Rs 1,535,000"
Toyota Aqua 2016 mint condition,"Toyota Aqua 2016 S push start, climate control, Radar Auto braking system, Traction control, Key less entry, Android Panel with back Camera, brand new tyres with sports rims, batteries & everything else in best condition. Import year is 2019 and registered also in same year with Islamabad number.Left back door touched from outside only, remaining total genuine.",12-06-20 2:11,https://apollo-singapore.akamaized.net:443/v1/files/penkcbame45f-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","2016 - 88,100 km","Rs 2,750,000"
2018 Daihatsu Move,Fresh import. Brand new like zero meter with four cameras. Heated seat radar and much more.only 4400km driven. A gift for 660cc lovers.Chaska party stay away. 2020 sy oper waly call kary. If don’t agree with the price please don’t call or text.,29-05-20 16:16,https://apollo-singapore.akamaized.net:443/v1/files/9z342qkqz9b92-PK/image;s=1080x859,"Lahore,Punjab,Pakistan","2018 - 4,400 km","Rs 2,070,000"
1st oyner 1480 final,Alto 2019 model vxl AGS b2b geniuan is nomber pe sirf rabta kren sirf call on sms on chats 0 tree two one two sevin two nin 0 six six,05-06-20 21:43,https://apollo-singapore.akamaized.net:443/v1/files/czvgphu218ci2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2019 - 10,000 km","Rs 1,485,000"
Brand New City 1.3,"Scratchless car with Alloy arims ,Leather SeatsTv navigationBack View CameraFog Lights",07-06-20 1:47,https://apollo-singapore.akamaized.net:443/v1/files/inf5ruw3hrl51-PK/image;s=1080x810,"Faisalabad,Punjab,Pakistan","2015 - 85,000 km","Rs 1,950,000"
